StartDate,wildfires,biodiversity,SLR,flooding,drought,ocean,infections,hurricanes,energy,waterways,solar,wind,coal,hydro,gas,nuclear,oilPercent,gasPercent,coalPercent,renewPercent,nuclearPercent,offshoreDrill,offshoreWind,nuclearLocal,retreat,develop,pipelines,seaWalls,taxRebates,fracking,nep1,nep2,nep3,nep4,nep5,nep6,sci1,sci2,sci3,sci4,sci5,sciPol1,sciPol2,sciPol3,sciPol4,sciPol5,cckIcecap,cckAveTemp,cckCoastal,cckHurricanes,cckNuclear,cckCancer,cckEffects,cckPlants,cckGas,gcc,gccCertIS,gccCertISNOT,gccCert,gccAnthro,gccSciCon,gccReduce,gccIndiv,gccHurricanes,risk,gccCongress,gccPres,gccCorps,gccCitizens,gccLocalGov,gccStateGov,gccMC,IntAgree,Renew,Nuclear,Tax,EPA,CapTrade,GeoEng,egal1,indiv1,hier1,fatal1,egal2,indiv2,hier2,fatal2,egal3,indiv3,hier3,fatal3,age,gender,edu,zip,religion,religionOther,bornAgain,attend,party,partyOther,partyLean,party2,partyIden,ideology,race,inc,nep1REV,nep4REV,nep5REV,nepScale,sci2REV,sci3REV,sci4REV,sciScale,sciPol4REV,sciPol5REV,sciPolScale,cckIcecapC,cckAveTempC,cckCoastalC,cckHurricanesC,cckNuclearC,cckCancerC,cckEffectsC,cckPlantsC,cckGasC,gccKnow,gccDummy,happening,gccAnthroDummy,sciconsensus,egal,indiv,hier,fatal,male,partisan,white
10/10/17 11:46,5,5,6,5,4,6,7,2,7,7,6,6,2,5,4,5,0,0,0,100,0,1,7,3,4,7,4,4,7,1,1,7,7,1,1,7,3,5,4,5,4,1,4,4,4,4,1,1,1,1,0,1,0,1,1,1,3,NA,4,1,2,3,3,3,9,2,2,2,2,2,2,2,7,7,7,7,7,7,7,5,2,4,5,5,4,5,6,6,4,7,7,51,3,4,97352,Choose not to answer,,NA,0,Democratic,,,-1,2,4,7,2,7,7,7,7,3,4,3,3,4,4,3,0,1,1,1,1,0,0,0,1,5,1,4,1,0,5,3,5,6,1,2,1
10/6/17 15:16,10,0,10,10,10,0,10,10,10,6,7,4,1,1,7,1,37,29,15,10,9,1,4,1,7,1,1,7,7,1,3,7,7,4,7,7,7,3,7,4,7,NA,7,NA,NA,NA,1,1,0,1,1,1,1,0,1,1,1,NA,2,2,4,2,4,4,5,0,-2,-1,-1,-1,0,0,NA,1,NA,7,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2,2,92101,Catholic,,0,1,Democratic,,,-1,1,6,5,2,5,4,1,5,5,1,4,5,NA,NA,NA,0,1,0,1,0,0,1,1,1,5,1,2,0,0,NA,NA,NA,NA,0,3,0
10/6/17 20:46,8,10,10,8,8,10,10,8,10,10,7,7,1,7,7,1,5,40,5,50,0,4,7,1,4,6,5,4,7,2,1,7,7,2,7,7,3,4,2,4,2,4,4,4,3,4,1,1,1,1,1,1,0,1,1,1,1,NA,2,1,1,4,2,3,10,2,2,2,2,2,2,2,4,7,2,5,6,4,6,4,5,4,4,6,4,4,4,4,4,5,4,51,3,4,8721,Catholic,,0,4,Democratic,,,-1,2,4,7,7,7,6,1,6,4,6,4,4,5,4,4,0,1,1,1,0,0,0,0,1,4,1,2,1,1,5,4,4,4,1,2,1
10/6/17 4:52,6,4,7,6,4,3,6,7,6,6,6,6,3,6,5,4,2,30,1,62,5,4,5,4,4,5,5,4,5,5,5,5,4,6,4,5,5,4,4,4,4,4,4,5,5,5,1,1,1,1,1,1,0,1,1,1,3,NA,4,1,1,3,6,4,7,-1,-1,-1,-1,0,0,-1,4,5,5,5,5,5,4,4,5,4,5,4,5,5,5,6,4,5,4,51,3,6,33765,Protestant,,0,2,Republican,,,1,2,6,7,1,3,2,4,4,4,4,4,4,3,3,4,0,1,1,1,0,0,0,0,1,4,1,4,1,1,5,5,5,5,1,6,1
10/9/17 12:34,10,5,5,0,5,10,10,10,10,8,7,7,1,7,1,1,0,0,0,100,0,5,7,1,7,5,5,7,7,1,1,7,3,1,7,7,2,7,2,7,2,4,4,4,4,1,1,0,1,1,1,1,1,1,1,1,3,NA,4,1,1,2,3,5,10,0,-2,-1,-2,0,0,0,7,7,1,4,7,6,4,6,3,7,1,7,1,7,1,7,4,7,1,51,2,2,22408,Protestant,,1,2,Republican,,,1,2,6,7,3,7,7,1,5,1,6,1,2,4,7,5,0,0,1,1,0,0,1,0,1,4,1,4,1,1,7,3,7,1,0,6,1
10/10/17 1:46,7,7,8,6,4,7,9,10,10,7,7,7,6,7,6,2,20,15,15,50,0,7,7,1,5,6,7,7,7,6,7,6,1,4,7,7,6,6,5,5,6,7,6,6,6,4,1,1,1,1,1,1,0,1,1,1,3,NA,4,1,1,2,1,5,8,2,2,2,2,2,2,2,6,6,1,6,6,7,6,6,4,7,5,6,5,6,5,6,5,6,6,51,2,5,77385,Protestant,,1,4,Republican,,,1,3,6,7,6,1,4,1,3,2,3,3,4,2,4,5,0,1,1,1,0,0,0,0,1,4,1,4,1,1,6,5,6,5,0,7,1
10/10/17 4:10,5,4,7,8,3,7,7,7,4,5,7,6,6,6,4,1,10,20,40,30,0,5,6,2,2,4,3,5,5,3,3,6,6,6,4,5,5,7,5,5,2,4,2,4,5,5,1,1,1,1,0,1,1,1,1,1,2,NA,3,2,1,1,3,2,3,0,0,1,1,0,0,0,4,5,5,4,5,3,5,5,6,6,5,7,4,6,5,4,4,5,5,51,3,4,46124,Protestant,,1,NA,Republican,,,1,3,7,7,6,5,2,4,5,1,3,3,3,3,3,3,0,1,1,1,1,0,1,0,1,6,1,3,0,1,5,5,6,5,1,7,1
10/6/17 14:45,5,5,3,6,5,9,10,5,8,6,7,7,6,6,7,5,10,50,10,20,10,7,7,6,3,3,6,5,6,6,7,6,6,7,6,6,5,5,5,5,5,5,7,7,7,6,1,1,1,1,1,1,1,1,1,-1,NA,1,2,2,3,2,4,3,8,0,0,1,0,0,0,0,7,6,6,6,6,6,6,5,7,7,1,4,7,6,5,1,7,7,1,51,3,6,15012,Catholic,,0,1,Republican,,,1,2,6,7,6,1,1,2,4,3,3,3,4,1,2,4,0,1,1,1,0,0,1,0,1,5,0,-2,0,0,3,7,7,2,1,6,1
10/9/17 10:16,2,2,4,2,1,4,3,4,3,2,5,5,5,4,4,2,0,0,0,100,0,4,2,2,4,4,4,2,5,4,4,5,4,5,5,4,4,3,5,5,4,4,4,NA,5,4,1,1,1,0,1,1,1,1,2,0,NA,NA,0,2,3,1,4,3,3,0,2,1,1,1,1,1,5,4,4,5,7,4,5,5,5,3,4,4,5,5,4,5,4,5,4,51,2,4,2826,Other (please specify),Non denomination ,NA,1,Republican,,,1,1,4,7,2,4,3,3,4,5,3,3,4,3,4,NA,0,1,1,0,0,0,1,0,0,3,0,0,0,0,5,5,4,4,0,5,1
10/9/17 15:59,5,5,4,6,3,6,6,4,6,5,7,6,5,5,5,4,15,25,30,15,15,6,6,5,5,5,4,4,5,6,1,6,5,5,6,3,2,2,4,4,4,4,3,4,3,3,0,0,1,1,1,0,1,0,2,-1,NA,2,3,3,2,4,2,3,4,0,0,0,0,0,0,0,4,5,5,4,4,4,4,2,6,7,1,5,7,7,7,1,2,1,1,51,2,3,30736,Protestant,,1,1,Republican,,,1,2,7,7,1,7,3,2,4,6,4,4,4,5,5,4,1,0,1,1,0,1,1,1,0,6,0,-3,0,0,3,5,5,3,0,6,1
10/8/17 18:58,4,7,3,1,1,4,8,4,5,7,7,7,1,7,5,3,10,25,5,55,5,3,6,2,4,7,5,1,7,2,2,6,7,3,3,6,4,6,4,5,3,5,5,4,3,3,1,1,1,1,0,0,1,1,1,1,3,NA,4,2,2,3,6,3,5,2,2,2,2,2,2,2,5,7,2,5,5,2,7,4,5,5,3,4,5,4,3,4,5,4,4,51,3,7,31210,Catholic,,0,4,,,,NA,0,3,5,4,6,5,5,6,2,4,3,3,5,5,5,0,1,1,1,1,1,1,0,1,7,1,4,0,0,4,5,4,3,1,NA,0
10/8/17 18:28,9,9,9,5,9,9,9,9,9,9,7,7,3,7,7,6,0,0,0,75,25,6,7,6,4,6,4,6,7,4,6,7,7,1,7,7,6,6,1,2,1,4,6,6,4,2,1,1,1,1,0,1,0,0,1,1,3,NA,4,1,1,3,2,4,9,2,2,2,2,2,2,2,6,7,6,6,6,6,6,4,3,3,3,3,3,6,3,7,2,2,4,52,2,5,92637,Agnostic,,NA,0,Independent,,Democratic,-1,0,3,4,2,2,7,1,5,2,7,6,4,4,6,5,0,1,1,1,1,0,0,1,1,6,1,4,1,1,5,3,4,3,0,4,0
10/8/17 11:52,5,2,1,0,1,1,8,6,1,2,6,5,2,5,4,4,20,20,20,20,20,4,4,4,4,4,4,4,4,4,3,5,5,2,5,5,2,3,2,3,5,5,5,4,3,3,1,1,1,1,1,1,0,1,1,1,1,NA,2,1,2,3,2,3,5,1,1,1,1,1,1,1,4,6,3,4,5,4,6,2,4,4,2,3,4,2,2,2,2,5,1,52,2,3,6013,Catholic,,0,1,Independent,,Neither,0,0,4,7,5,5,6,3,5,5,6,5,5,5,5,5,0,1,1,1,0,0,0,0,1,4,1,2,1,0,2,3,4,2,0,4,1
10/10/17 11:49,6,5,5,4,7,4,4,4,8,4,7,7,2,7,4,4,0,0,0,100,0,6,7,5,5,4,5,6,4,5,2,5,5,5,5,4,4,4,3,4,2,5,4,4,4,4,1,1,1,0,0,1,0,1,1,0,NA,NA,0,1,2,3,3,3,6,0,0,0,-1,-1,0,0,4,4,4,5,5,5,5,4,5,5,4,4,4,4,5,4,5,4,4,52,3,6,72703,Catholic,,0,4,Independent,,Republican,1,0,6,7,5,6,3,3,4,4,5,4,4,4,4,4,0,1,1,0,1,0,0,0,1,4,0,0,1,0,4,5,4,4,1,4,1
10/9/17 13:52,8,8,8,7,8,8,9,9,7,8,6,6,3,6,4,3,10,10,10,60,10,2,6,1,5,6,2,4,6,2,4,7,6,2,4,7,6,6,3,5,3,6,4,5,3,3,1,1,1,1,1,1,0,1,1,1,3,NA,4,1,1,3,3,4,9,2,2,2,2,2,2,2,7,7,4,6,7,6,7,4,4,5,3,4,4,4,3,4,4,5,3,52,2,6,32789,Protestant,,0,1,Democratic,,,-1,3,3,7,5,4,6,4,6,2,5,3,4,5,5,5,0,1,1,1,0,0,0,0,1,4,1,4,1,1,4,4,5,3,0,1,1
10/8/17 11:16,7,5,1,0,3,5,4,7,10,8,1,4,4,7,1,6,35,25,20,10,10,1,2,4,2,3,6,4,5,5,5,4,6,5,3,4,4,3,6,6,3,5,1,6,4,3,0,1,1,0,1,0,1,1,1,1,0,NA,1,2,1,1,7,4,4,0,1,1,-2,1,1,-2,6,2,3,2,2,4,5,5,2,1,1,4,5,4,1,5,1,3,5,52,2,2,12095,Catholic,,0,0,Democratic,,,-1,2,4,7,2,3,3,5,4,5,2,2,3,4,5,4,1,1,1,0,0,1,1,0,1,6,1,1,0,1,5,3,3,2,0,2,1
10/7/17 1:52,8,9,8,9,9,9,9,8,9,9,6,6,4,6,5,4,5,20,10,60,5,4,6,3,4,4,3,5,5,4,3,6,6,3,4,6,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,2,3,4,4,7,1,1,1,1,1,1,1,5,6,4,5,6,5,5,4,4,4,4,3,4,4,4,5,4,4,4,52,2,4,93635,Choose not to answer,,NA,1,Democratic,,,-1,2,3,7,1,5,5,4,5,4,4,4,4,4,4,4,0,1,1,1,0,0,1,0,1,5,1,2,1,0,4,4,4,4,0,2,1
10/7/17 18:10,10,7,10,0,1,6,7,10,10,5,7,7,6,7,7,4,100,0,0,0,0,4,6,5,3,4,4,4,5,4,6,4,3,4,5,7,4,4,4,4,4,5,4,5,5,4,1,0,0,1,1,1,1,0,3,1,2,NA,3,2,1,4,1,3,5,2,2,NA,1,1,2,2,4,4,6,4,4,4,5,6,5,6,5,6,3,4,7,4,3,6,6,52,2,3,12095,Catholic,,0,0,Democratic,,,-1,2,4,7,1,2,4,3,4,4,4,4,4,3,4,4,0,0,0,1,0,0,1,1,0,3,1,3,0,1,5,4,5,6,0,2,1
10/7/17 22:40,8,5,10,10,5,9,8,10,8,8,7,7,3,3,3,3,0,0,0,100,0,1,7,1,6,5,1,7,7,1,5,6,1,2,7,6,4,3,3,4,3,3,4,5,3,4,1,1,1,1,1,0,0,0,1,1,2,NA,3,1,2,4,1,5,10,2,2,2,2,2,2,2,7,7,1,3,6,3,6,7,5,7,2,6,6,5,7,6,2,2,5,52,2,2,23664,,,NA,0,Democratic,,,-1,3,2,4,1,3,6,1,4,5,5,4,4,5,4,4,0,1,1,1,0,1,0,1,1,6,1,3,1,0,6,4,5,5,0,1,0
10/10/17 11:50,6,6,5,4,4,4,7,4,7,5,7,7,4,6,5,1,15,15,10,60,0,5,7,1,2,4,6,6,5,3,3,3,3,4,6,5,3,5,5,5,4,5,4,5,4,4,1,1,1,1,1,1,0,1,1,1,1,NA,2,2,1,1,5,3,3,0,0,1,1,0,-1,0,3,7,2,3,5,4,5,4,2,4,5,4,3,6,5,5,4,6,5,52,3,6,78504,Other (please specify),Lutheran,NA,4,Republican,,,1,3,6,7,2,5,4,2,4,3,3,3,3,4,4,4,0,1,1,1,0,0,0,0,1,4,1,2,0,1,4,3,5,5,1,7,1
10/9/17 7:40,7,3,4,3,0,4,5,0,6,5,7,7,3,4,4,3,37,15,10,29,9,4,6,3,6,4,5,6,5,4,3,7,3,3,7,6,4,4,5,6,5,6,5,5,4,5,1,1,1,1,0,0,1,1,1,1,2,NA,3,1,2,2,2,3,5,1,2,2,1,1,1,1,5,7,4,4,7,5,7,4,1,6,5,4,1,3,4,4,4,2,4,52,2,2,5851,Other (please specify),Baptist,NA,2,Republican,,,1,2,4,7,1,5,5,1,4,4,3,2,4,4,3,5,0,1,1,1,1,1,1,0,1,7,1,3,1,0,4,2,4,4,0,6,1
10/10/17 8:16,10,6,10,10,7,3,10,10,10,8,7,7,7,5,4,7,0,0,0,100,0,7,7,5,7,5,7,7,7,4,1,1,1,4,1,4,7,4,7,5,7,7,7,5,5,7,1,1,1,1,1,1,1,0,1,1,2,NA,3,1,1,2,1,4,10,2,2,2,1,1,2,1,5,7,5,7,7,3,7,5,7,7,7,7,1,5,1,7,7,7,4,52,2,2,46241,Other (please specify),Christain,NA,2,Republican,,,1,2,6,7,4,7,4,7,4,4,1,3,4,3,1,5,0,1,1,1,0,0,1,1,1,6,1,3,1,1,6,5,6,4,0,6,1
10/5/17 20:57,2,5,4,4,5,3,7,5,5,6,4,3,4,5,5,1,40,20,20,20,0,5,4,1,4,4,5,5,5,5,1,6,5,4,5,3,2,7,5,5,3,1,1,4,1,2,1,1,1,1,0,1,0,1,1,-1,NA,1,2,2,2,1,6,2,5,-2,0,-1,-1,-1,-1,-2,1,4,1,1,1,1,4,1,6,4,2,4,5,6,4,1,4,4,3,52,2,5,32210,Protestant,,1,4,Republican,,,1,2,4,7,1,7,4,3,5,1,3,3,2,7,6,4,0,1,1,1,1,0,0,0,1,5,0,-2,0,0,2,5,5,3,0,6,1
10/8/17 8:28,5,0,0,0,5,0,5,5,10,0,4,4,7,4,7,7,25,25,25,0,25,7,2,7,1,1,7,3,1,7,1,1,1,7,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,-1,NA,3,4,3,2,0,7,1,0,-2,-2,-2,-2,-2,-2,-2,1,7,7,1,1,1,1,3,7,7,7,7,7,7,7,1,7,7,1,52,3,5,54971,Other (please specify),Chritian,NA,4,Republican,,,1,3,7,7,2,7,1,1,2,7,7,7,5,7,7,5,0,1,1,1,0,0,1,0,1,5,0,-4,0,0,4,7,7,5,1,7,1
10/10/17 12:05,8,5,8,7,NA,6,3,8,6,7,7,7,5,6,6,4,37,13,20,10,20,7,7,6,6,6,6,7,6,4,5,7,6,6,5,6,6,5,5,4,4,5,5,6,5,4,1,1,1,1,1,0,1,1,2,-1,NA,3,4,1,2,0,5,3,4,-2,0,-2,-1,-1,-1,0,2,3,2,5,5,5,3,4,3,7,4,6,3,7,4,3,2,6,3,52,3,2,74477,Choose not to answer,,NA,2,Republican,,,1,2,3,7,1,3,2,3,4,3,3,4,4,3,4,5,0,1,1,1,0,1,1,0,0,5,0,-4,1,0,4,3,7,4,1,6,1
10/10/17 11:10,8,9,8,5,9,9,9,8,5,5,7,7,1,7,5,4,10,20,0,60,10,2,7,4,7,7,3,6,7,1,1,7,5,1,1,7,7,5,1,3,3,6,6,5,1,1,1,1,1,1,0,0,1,0,1,1,3,NA,4,1,1,3,3,5,10,2,2,2,2,1,1,1,7,7,5,7,7,7,6,5,2,5,5,4,3,4,5,5,4,4,5,53,3,7,91604,Buddhist,,NA,1,Independent,,Democratic,-1,0,4,3,7,7,7,7,7,3,7,5,5,7,7,6,0,1,1,1,1,1,1,1,1,8,1,4,1,1,5,3,4,5,1,4,0
10/10/17 11:42,7,7,7,2,7,5,10,2,8,7,7,7,1,7,7,7,15,40,5,20,20,4,7,7,4,7,4,4,7,3,5,7,6,3,4,6,5,5,2,3,2,5,6,5,5,6,1,1,1,1,0,0,0,1,1,1,3,NA,4,1,1,1,3,4,6,2,2,1,1,1,1,1,4,7,7,7,7,4,5,7,4,7,4,7,4,7,4,7,4,7,4,53,3,6,94568,Agnostic,,NA,0,Independent,,Democratic,-1,0,2,3,3,3,5,4,5,3,6,5,4,3,2,4,0,1,1,1,1,1,0,0,1,6,1,4,1,1,7,4,7,4,1,4,0
10/5/17 23:15,7,5,5,5,5,5,6,7,6,4,4,3,3,5,5,4,37,29,15,10,9,4,3,4,4,6,5,5,6,5,4,7,5,2,4,7,5,5,3,4,4,5,6,5,6,5,1,1,1,1,1,1,0,1,1,1,3,NA,4,1,1,3,5,4,7,1,1,1,0,0,0,1,5,5,5,5,6,6,5,5,4,6,5,5,4,5,3,5,5,6,2,53,3,6,80524,Protestant,,0,1,Independent,,Neither,0,0,3,7,7,4,6,4,6,3,5,4,4,2,3,4,0,1,1,1,0,0,0,0,1,4,1,4,1,1,5,4,6,3,1,4,1
10/6/17 0:39,8,6,6,5,9,8,9,8,8,7,5,4,2,6,4,7,0,0,0,10,90,6,6,3,4,6,5,5,2,6,3,6,6,2,2,6,7,5,2,6,3,6,6,6,2,1,1,0,1,1,0,1,0,1,1,1,2,NA,3,2,1,2,7,3,7,1,1,1,0,1,1,1,5,6,7,2,5,4,5,6,3,4,3,6,5,4,3,4,4,5,6,53,3,6,94303,Agnostic,,NA,1,Independent,,Neither,0,0,4,7,5,5,6,6,6,3,6,2,4,6,7,6,0,0,1,1,1,0,0,0,1,4,1,3,0,1,5,4,4,4,1,4,1
10/9/17 18:46,7,6,7,5,6,5,6,7,5,6,6,6,2,6,6,6,20,40,10,10,20,5,3,3,6,3,4,5,1,3,3,5,5,3,4,5,5,5,4,5,3,3,5,3,4,5,1,1,1,1,0,1,0,1,1,1,2,NA,3,1,1,3,3,4,8,0,0,0,0,0,0,0,4,4,5,4,5,3,4,3,7,5,5,3,6,3,3,3,6,4,4,53,3,7,95148,Agnostic,,NA,1,Independent,,Neither,0,0,4,3,6,5,5,4,5,3,4,3,4,4,3,4,0,1,1,1,1,0,0,0,1,5,1,3,1,1,3,6,4,4,1,4,0
10/8/17 11:16,10,5,5,1,10,7,8,8,10,8,7,7,1,4,4,1,10,30,0,60,0,3,6,1,6,6,5,6,7,5,2,5,2,1,6,7,5,4,7,6,6,4,6,3,4,3,1,0,1,1,0,1,0,1,1,0,NA,NA,0,1,2,2,3,2,7,-1,-1,-1,-2,-1,-1,-1,5,6,5,6,4,4,6,5,6,5,4,6,4,7,4,6,2,2,5,53,2,4,91766,Other (please specify),christian,NA,5,Independent,,Neither,0,0,7,7,3,6,7,2,5,4,1,2,4,4,5,4,0,0,1,1,1,0,0,0,1,4,0,0,1,0,6,4,5,4,0,4,1
10/8/17 5:28,10,10,10,10,10,10,10,10,10,10,7,7,1,7,7,7,0,10,0,90,0,1,7,5,4,4,1,7,7,7,6,7,7,1,1,7,5,7,4,5,7,7,6,4,4,4,1,1,1,1,0,1,1,1,1,1,3,NA,4,1,1,4,6,4,7,-1,-2,-1,1,-1,-1,-1,4,4,3,5,4,4,4,5,5,4,4,5,6,5,5,5,5,4,6,53,3,6,33801,Atheist,,NA,0,Democratic,,,-1,3,1,7,2,2,7,7,6,1,4,3,4,4,4,5,0,1,1,1,1,0,1,0,1,6,1,4,1,1,5,5,4,5,1,1,1
10/10/17 8:22,2,0,0,2,0,0,0,2,0,0,4,4,4,4,4,4,0,100,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3,NA,4,2,4,1,4,3,5,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,53,2,2,95128,Catholic,,0,0,Democratic,,,-1,1,4,7,7,4,4,4,4,4,4,4,4,4,4,4,0,1,1,1,0,0,1,0,1,5,1,4,0,0,4,4,4,4,0,3,1
10/7/17 15:16,9,6,5,10,10,10,8,10,7,10,6,7,1,4,5,1,20,20,10,30,20,4,5,1,4,6,3,5,7,1,1,6,6,1,7,5,5,4,4,6,6,6,3,5,5,4,1,1,0,1,1,0,1,0,3,1,1,NA,2,1,1,1,6,3,5,2,NA,1,1,2,2,0,4,NA,5,4,6,3,6,5,7,7,6,6,NA,6,7,7,2,7,6,53,2,2,27284,Other (please specify),Baptist,NA,4,Democratic,,,-1,2,5,4,2,7,7,1,5,4,4,2,4,3,4,4,0,1,0,1,0,1,1,1,0,5,1,2,1,1,6,NA,7,6,0,2,0
10/9/17 23:10,10,4,10,9,8,10,10,10,10,10,7,7,7,1,7,2,10,20,10,40,20,1,7,1,7,1,5,7,3,6,6,3,7,7,6,5,7,7,5,7,7,5,6,5,7,7,1,0,1,1,0,1,1,1,4,1,1,NA,2,3,4,4,5,5,4,0,-1,2,1,2,-1,2,6,7,2,7,7,7,7,NA,7,4,1,4,7,7,5,7,6,7,7,53,2,2,49721,Catholic,,1,2,Democratic,,,-1,3,2,7,2,2,1,2,3,1,3,1,4,1,1,4,0,0,1,1,1,0,1,0,0,4,1,2,0,0,NA,7,6,4,0,1,1
10/6/17 19:16,7,8,5,6,7,6,5,7,10,6,5,5,5,5,5,5,80,80,80,80,80,5,5,3,5,5,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,0,1,1,2,NA,3,3,2,4,2,2,3,0,0,0,0,0,0,0,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,6,4,4,5,53,2,6,34237,Catholic,,0,0,Democratic,,,-1,2,2,5,2,4,4,4,4,3,3,3,4,2,2,4,0,1,1,1,0,0,1,1,1,6,1,3,0,0,5,4,5,5,0,2,0
10/10/17 11:37,3,3,4,5,3,3,5,4,4,3,6,7,4,7,6,2,10,20,10,60,0,6,6,2,5,5,5,3,6,5,3,5,6,4,5,6,4,4,4,3,5,4,4,4,3,4,1,1,1,0,0,0,1,1,1,-1,NA,0,1,2,4,3,4,3,5,-2,-2,-2,-2,-2,-2,-2,5,7,3,5,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,3,2,NA,Protestant,,1,4,Democratic,,,-1,2,4,7,1,5,4,3,5,4,4,5,4,5,4,4,0,1,1,0,1,1,1,0,1,6,0,-1,0,0,NA,NA,NA,NA,1,2,1
10/7/17 16:46,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,10,35,10,30,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,3,NA,4,1,1,2,2,5,9,1,1,2,2,2,2,2,7,7,7,7,7,7,7,2,NA,7,NA,6,5,4,3,NA,NA,1,NA,53,3,4,90650,Catholic,,1,4,Republican,,,1,3,6,7,2,1,1,1,4,1,1,1,3,1,1,5,0,1,1,1,0,0,1,0,1,5,1,4,1,1,NA,NA,4,NA,1,7,1
10/10/17 6:58,3,3,0,0,0,0,0,3,7,3,5,5,7,5,5,5,40,30,15,10,5,7,4,4,5,1,7,4,4,7,1,4,1,7,7,1,1,7,4,7,1,3,3,4,4,4,0,0,0,0,0,0,0,0,1,1,0,NA,1,2,1,1,7,3,1,0,0,0,0,0,0,0,1,5,5,1,1,1,1,1,7,7,1,1,7,6,7,1,6,4,1,53,3,6,30144,Protestant,,1,4,Republican,,,1,3,7,7,7,7,1,1,2,1,4,1,2,4,4,4,1,0,0,0,1,1,0,1,1,5,1,1,0,1,1,7,6,3,1,7,1
10/6/17 16:28,6,6,4,7,4,7,7,6,6,7,7,7,4,6,4,5,10,10,10,50,20,5,7,5,5,4,5,5,6,3,3,4,5,4,6,6,4,5,5,7,1,4,4,3,5,5,1,1,1,1,0,1,1,1,1,1,1,NA,2,2,2,1,5,2,6,0,0,1,1,0,0,0,2,7,5,1,2,1,7,3,4,5,2,5,4,4,3,4,3,5,4,53,3,3,26003,,,NA,3,Republican,,,1,2,6,7,2,5,4,2,4,3,3,1,2,3,3,3,0,1,1,1,1,0,1,0,1,6,1,2,0,0,4,4,5,3,1,6,1
10/7/17 5:22,9,6,7,5,7,6,8,5,7,7,7,7,4,7,6,1,10,9,5,75,1,5,6,1,3,4,5,6,5,2,2,7,6,2,2,6,2,4,4,5,3,5,6,3,3,4,1,1,1,1,1,1,0,1,1,1,2,NA,3,1,1,2,3,4,7,2,2,2,2,1,1,1,4,7,1,6,5,4,6,2,6,6,5,4,6,7,2,3,4,7,2,53,2,6,98584,Protestant,,0,1,Republican,,,1,2,4,7,4,6,6,6,6,4,4,3,3,5,4,5,0,1,1,1,0,0,0,0,1,4,1,3,1,1,3,5,7,3,0,6,1
10/10/17 11:48,3,3,3,3,4,5,7,4,5,6,5,5,5,5,5,7,40,10,20,15,15,6,7,6,5,2,6,5,3,5,6,4,3,5,6,5,3,6,6,5,5,5,5,3,5,5,1,1,1,1,0,0,1,0,1,-1,NA,1,2,2,2,1,4,2,5,0,0,1,0,0,0,0,3,5,6,3,3,3,6,2,5,5,2,5,4,5,3,3,6,4,2,53,3,7,37923,Mormon,,0,4,Republican,,,1,2,7,7,6,2,3,2,3,2,2,3,3,3,3,4,0,1,1,1,1,1,1,1,1,8,0,-2,0,0,3,5,5,2,1,6,1
10/10/17 11:53,8,10,8,6,7,10,8,7,7,9,7,5,4,4,5,6,10,30,10,30,20,4,6,6,4,6,2,6,5,1,2,6,7,2,5,7,6,5,2,5,1,5,7,6,1,2,1,1,1,1,0,1,0,1,1,1,3,NA,4,1,1,2,3,4,7,2,2,2,2,2,2,2,4,6,6,3,5,5,7,2,3,3,3,7,2,3,5,4,4,4,5,54,3,3,83116,Atheist,,NA,0,Independent,,Democratic,-1,0,2,7,2,6,6,3,6,3,6,3,4,7,6,6,0,1,1,1,1,0,0,0,1,5,1,4,1,1,4,3,3,4,1,4,1
10/9/17 20:07,7,10,10,6,5,10,7,10,10,10,7,7,2,7,2,4,5,5,0,60,30,1,7,6,4,7,2,5,7,2,1,7,7,1,1,7,1,7,4,7,3,1,2,5,4,5,1,1,1,1,0,1,1,1,1,1,3,NA,4,1,2,2,5,5,10,2,2,2,2,2,2,2,7,7,5,7,7,2,7,5,7,6,4,7,4,6,3,7,6,7,5,54,3,4,12771,Other (please specify),Methodist,NA,1,Independent,,Neither,0,0,4,7,4,7,7,7,7,1,4,1,2,4,3,3,0,1,1,1,1,0,1,0,1,6,1,4,1,0,6,6,6,4,1,4,1
